SKU tienda,Nombre del producto,Marca,Categoría,Subcategoría,Tienda,Precio normal,Precio final,Descuento,Precio tarjeta,Estado,Fecha,Hora actualización,URL
alp-54-09762,balanced perro cachorro raza grande 15 kg,vitalcan,--,--,Best for Pets,62900,44030,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3530-5135-vitalcan-balanced-perro-cachorro-raza-grande.html
alp-54-09768,balanced perro adulto raza grande 15 kg,vitalcan,--,--,Best for Pets,59900,41930,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3533-5141-vitalcan-balanced-perro-adulto-raza-grande.html
alp-54-09788,complete junior razas pequeñas 12 kg,vitalcan,--,--,Best for Pets,,18675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3543-5160-vitalcan-complete-junior-razas-pequenas.html
alp-54-09790,complete junior razas medianas y grandes 20 kg,vitalcan,--,--,Best for Pets,,30675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3544-5162-vitalcan-complete-junior-razas-medianas-y-grandes.html
alp-54-09792,complete perros adultos razas pequeñas 12 kg,vitalcan,--,--,Best for Pets,,18675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3545-5164-vitalcan-complete-perros-adultos-razas-pequenas.html
alp-54-09794,complete perros adultos razas medianas y grandes 20 kg,vitalcan,--,--,Best for Pets,,28425,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3546-5166-vitalcan-complete-perros-adultos-razas-medianas-y-grandes.html
alp-45-10259,acana classic prairie poultry 2 kg,acana,--,--,Best for Pets,20500,16400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3738-5737-acana-classic-prairie-poultry.html
alp-45-10260,"acana classic prairie poultry 5,9 kg",acana,--,--,Best for Pets,44500,35600,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3738-5735-acana-classic-prairie-poultry.html
alp-45-10261,"acana classic prairie poultry 11,35 kg",acana,--,--,Best for Pets,,55165,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3738-5736-acana-classic-prairie-poultry.html
alp-01-10135,dog chow® festival de pollo 0.100 kg,dog chow,--,--,Best for Pets,,801,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-para-perros/3709-5609-dog-chow®-festival-de-pollo.html
alp-01-10140,dog chow® razas pequeñas festival de salmón,dog chow,--,--,Best for Pets,,621,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/3712-5624-dog-chow®-razas-pequeñas-festival-de-salmón.html
alp-01-10139,dog chow® cachorros razas pequeñas trozos jugosos de pollo y manzana,dog chow,--,--,Best for Pets,,621,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/3714-5628-dog-chow®-cachorros-razas-pequeñas-trozos-jugosos-de-pollo-y-manzana.html
alp-01-10141,dog chow® cachorros razas pequeñas trozos jugosos de carne. leche y arroz,dog chow,--,--,Best for Pets,,621,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-dog-chow-para-perros/3715-5630-dog-chow®-cachorros-razas-pequeñas-trozos-jugosos-de-carne-leche-y-arroz.html
alg-01-10116,purina felix - sensaciones pollo e hígado en salsa,felix,--,--,Best for Pets,,621,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3690-5573-purina-felix-sensaciones-pollo-e-hígado-en-salsa.html
alg-01-10118,purina felix - sensaciones atún en salsa,felix,--,--,Best for Pets,,621,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3692-5577-purina-felix-sensaciones-atún-en-salsa.html
alg-01-10120,purina felix - sensaciones salmón en salsa 0.085 kg,felix,--,--,Best for Pets,,711,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3694-5581-purina-felix-sensaciones-salmón-en-salsa.html
alg-15-09601,"royal canin pouch kitten 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3727-5721-royal-canin-pouch-kitten-.html
alg-15-09603,"royal canin pouch adult instinctive 7+ feline 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3729-5723-royal-canin-pouch-adult-instinctive-7-feline.html
alg-15-10146,"royal canin pouch gastrointestinal feline 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3732-5726-royal-canin-pouch-gastrointestinal-feline.html
alg-15-10144,"royal canin pouch satiety feline 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3733-5727-royal-canin-pouch-satiety-feline.html
alp-15-07063,"royal canin pouch chihuahua 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3723-5718-royal-canin-pouch-chihuahua-.html
alp-15-07064,"royal canin pouch dachshund 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3724-5719-royal-canin-pouch-dachshund-.html
alp-15-10148,"royal canin lata diabetic canino 0,195 kg",royal canin,--,--,Best for Pets,,3315,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3737-5734-royal-canin-lata-diabetic-canino.html
alg-54-09784,premium gatos cachorros,vitalcan,--,--,Best for Pets,,24660,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-gatos/3613-5330-vitalcan-premium-gatos-cachorros.html
alp-07-10325,wholesomes chicken and brown rice 12 kg,sportmix,--,--,Best for Pets,,33675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-sportmix-para-perros/3783-5929-wholesomes-chicken-and-brown-rice.html
alp-03-00160,"hills science diet adult chicken & barley recipe 2,26 kg",hills,--,--,Best for Pets,,21510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/129-1437-hill%C2%B4s-science-diet-adult-chicken-barley-recipe.html
cug-40-07722,brit ultra bentonite for cats 5 kg,brit care,--,--,Best for Pets,9900,8910,10%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2542-2896-brit-ultra-bentonite-for-cats.html
alp-45-08095,acana freshwater fish 2 kg,acana,--,--,Best for Pets,24500,19600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2781-3517-acana-freshwater-fish.html
alp-04-00288,adult 22/10,doc kennedy,--,--,Best for Pets,,33300,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-doc-kennedy-para-perros/322-95-dog-adult-22-10.html
alp-02-00101,puppy medium breed 2.3 kg,eukanuba,--,--,Best for Pets,,12510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-especial-cachorros/69-2007-puppy-medium-breed.html
alp-15-13415,eukanuba puppy small breed 3 kg,eukanuba,--,--,Best for Pets,,21920,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/70-2005-eukanuba-puppy-small-breed.html
alp-02-00112,adult medium breed 2.3 kg,eukanuba,--,--,Best for Pets,,12510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-eukanuba-para-perros/62-1945-adult-medium-breed.html
alp-02-00108,adult small breed 1.8 kg,eukanuba,--,--,Best for Pets,,8910,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-eukanuba-para-perros/63-63-adult-small-breed.html
alg-03-00248,"hills science diet adult hairball control felino 3,1 kg",hills,--,--,Best for Pets,,41850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/105-3399-hill%C2%B4s-science-diet-adult-hairball-control-felino.html
alp-03-00182,"hills science diet adult light chicken & barley recipe 2,26 kg",hills,--,--,Best for Pets,,18810,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/132-1834-hill%C2%B4s-science-diet-adult-light-chicken-barley-recipe.html
alp-03-00183,"hills science diet adult light small bites canino 2,26 kg",hills,--,--,Best for Pets,,21510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/133-419-hill%C2%B4s-science-diet-adult-light-small-bites-canino.html
alg-15-02297,young male felino 1.5 kg,royal canin,--,--,Best for Pets,,17425,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/206-133-young-male-felino.html
alp-01-10341,pro plan veterinary diets en gastrointestinal formula canina 2 kg,pro plan,--,--,Best for Pets,,27965,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2551-5979-pro-plan-veterinary-diets-en-gastrointestinal-f%C3%B3rmula-canina.html
alp-03-00173,"hills science diet adult sensitive stomach & skin canino 1,8 kg",hills,--,--,Best for Pets,,20925,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1833-5995-hill%C2%B4s-science-diet-adult-sensitive-stomach-skin-canino.html
alg-01-10344,"pro plan veterinary diets om obesidad formula felina 1,5 kg",pro plan,--,--,Best for Pets,26500,22525,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2555-5981-pro-plan-veterinary-diets-om-obesidad-f%C3%B3rmula-felina.html
alp-01-10342,pro plan veterinary diets om obesidad formula canina 2 kg,pro plan,--,--,Best for Pets,,25415,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2552-5980-pro-plan-veterinary-diets-om-obesidad-f%C3%B3rmula-canina.html
alp-01-10343,pro plan veterinary diets nf funcion renal formula canina 2 kg,pro plan,--,--,Best for Pets,31900,27115,15%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2553-5978-pro-plan-veterinary-diets-nf-funci%C3%B3n-renal-f%C3%B3rmula-canina.html
alg-03-08582,c/d urinary care stress felino lata,hills,--,--,Best for Pets,,25520,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-gatos/2223-6016-cd-multicare-urinary-care-multicare-stress-felino.html
alp-03-00165,"hills science diet lata adult chicken & barley entree 0,370 kg",hills,--,--,Best for Pets,5500,4675,15%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1499-6004-hill%C2%B4s-science-diet-lata-adult-chicken-barley-entr%C3%A9e-.html
alp-01-10354,"pro plan veterinary diets nc neurologico formula canina 7,5 kg",pro plan,--,--,Best for Pets,,55165,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3813-5993-pro-plan-veterinary-diets-nc-neurol%C3%B3gico-f%C3%B3rmula-canina.html
alp-01-10350,"pro plan veterinary diets ur tracto urinario formula canina 7,5 kg",pro plan,--,--,Best for Pets,,53975,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3811-5989-pro-plan-veterinary-diets-ur-tracto-urinario-f%C3%B3rmula-canina.html
alp-01-10352,"pro plan veterinary diets jm movilidad articular formula canina 7,5 kg",pro plan,--,--,Best for Pets,,55165,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3812-5991-pro-plan-veterinary-diets-jm-movilidad-articular-f%C3%B3rmula-canina.html
alp-01-10353,pro plan veterinary diets nc neurologico formula canina 2 kg,pro plan,--,--,Best for Pets,,27965,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3813-5992-pro-plan-veterinary-diets-nc-neurol%C3%B3gico-f%C3%B3rmula-canina.html
alp-01-10349,pro plan veterinary diets ur tracto urinario formula canina 2 kg,pro plan,--,--,Best for Pets,,27115,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3811-5988-pro-plan-veterinary-diets-ur-tracto-urinario-f%C3%B3rmula-canina.html
alp-01-10351,pro plan veterinary diets jm movilidad articular formula canina 2 kg,pro plan,--,--,Best for Pets,,27965,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3812-5990-pro-plan-veterinary-diets-jm-movilidad-articular-f%C3%B3rmula-canina.html
alg-01-10348,"pro plan veterinary diets ur tracto urinario formula felina 7,5 kg",pro plan,--,--,Best for Pets,,59925,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3810-5986-pro-plan-veterinary-diets-ur-tracto-urinario-f%C3%B3rmula-felina.html
alg-01-10347,"pro plan veterinary diets ur tracto urinario formula felina 1,5 kg",pro plan,--,--,Best for Pets,,23715,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3810-5985-pro-plan-veterinary-diets-ur-tracto-urinario-f%C3%B3rmula-felina.html
alg-01-10346,"pro plan veterinary diets dm diabetes formula felina 1,5 kg",pro plan,--,--,Best for Pets,,24565,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3809-5983-pro-plan-veterinary-diets-dm-diabetes-f%C3%B3rmula-felina.html
alp-02-00113,adult medium breed 13.6 kg,eukanuba,--,--,Best for Pets,,61625,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-eukanuba-para-perros/62-6017-adult-medium-breed.html
alp-03-00228,s/d urinary care canino lata 0.370 kg,hills,--,--,Best for Pets,,4900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/3820-6014-sd-urinary-care-canino-lata.html
alp-03-00197,d/d potato & duck 3.63 kg,hills,--,--,Best for Pets,,56865,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/3818-6011-dd-potato-duck.html
alp-03-00181,"hills science diet lata adulto 7+ chicken & barley entree 0,370 kg",hills,--,--,Best for Pets,5500,4675,15%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3817-6006-hill%C2%B4s-science-diet-lata-adulto-7-chicken-barley-entr%C3%A9e.html
alg-03-00244,"hills science diet adult sensitive stomach & skin felino 1,58 kg",hills,--,--,Best for Pets,,24750,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3816-6000-hill%C2%B4s-science-diet-adult-sensitive-stomach-skin-felino.html
alg-03-00243,adult sea food lata 0.135 kg,hills,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3815-5997-adult-sea-food-lata.html
alp-15-02228,"royal canin dachshund adult 7,5 kg",royal canin,--,--,Best for Pets,69500,55600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1703-6021-royal-canin-dachshund-adult.html
alp-15-02217,"royal canin yorkshire terrier adult 7,5 kg",royal canin,--,--,Best for Pets,69500,55600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/238-6019-royal-canin-yorkshire-terrier-adult.html
alg-15-10361,"royal canin pouch kitten sterilised 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3822-6030-royal-canin-pouch-kitten-sterilised-.html
alg-01-03278,"felix pate de pavo y menudencias lata 0, 156 kg",felix,--,--,Best for Pets,,1400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3684-5561-felix-pat%C3%A9-de-pavo-y-menudencias-lata.html
alp-40-10389,brit care mini grain free hair & skin 7 kg,brit care,--,--,Best for Pets,74900,59920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3126-6076-brit-care-mini-grain-free-hair-skin.html
alp-40-10390,brit care mini grain free yorkshire 7 kg,brit care,--,--,Best for Pets,76900,61520,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3127-6077-brit-care-mini-grain-free-yorkshire.html
alp-40-10391,brit care mini grain free sensitive 7 kg,brit care,--,--,Best for Pets,79900,63920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3128-6078-brit-care-mini-grain-free-sensitive.html
alp-40-10392,brit care mini grain free light & sterilised 7 kg,brit care,--,--,Best for Pets,79900,63920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3129-6079-brit-care-mini-grain-free-light-sterilised.html
alg-40-10394,cat snack meaty salmon 0.050 kg,brit care,--,--,Best for Pets,,4900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/premios-para-gatos/3843-6082-cat-snack-meaty-salmon.html
alp-54-09769,balanced perro adulto raza gigante 20 kg,vitalcan,--,--,Best for Pets,82500,57750,30%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3534-5143-vitalcan-balanced-perro-adulto-raza-gigante.html
alg-15-02243,royal canin ageing 12+ felino 2 kg,royal canin,--,--,Best for Pets,27900,22320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3821-6027-royal-canin-ageing-12-felino.html
alp-03-09433,youthful vitality 7+ canine lata 0. 354 kg,hills,--,--,Best for Pets,,3500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/3368-6008-youthful-vitality-7-canine-lata.html
alp-15-10360,"royal canin pouch mini puppy 0,085 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3828-6039-royal-canin-pouch-mini-puppy-.html
alp-15-10359,"royal canin pouch mini adult 0,085 kg",royal canin,--,--,Best for Pets,2200,1760,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3827-6037--royal-canin-pouch-mini-adult-.html
alp-15-10358,"royal canin pouch medium puppy 0,140 kg",royal canin,--,--,Best for Pets,2900,2320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3826-6035-royal-canin-pouch-medium-puppy-.html
alp-15-10357,"royal canin pouch medium adult 0,140 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3825-6034-royal-canin-pouch-medium-adult-.html
alp-15-10356,"royal canin pouch maxi puppy 0,140 kg",royal canin,--,--,Best for Pets,2900,2320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3824-6033-royal-canin-pouch-maxi-puppy-.html
alp-15-10355,"royal canin pouch maxi adult 0,140 kg",royal canin,--,--,Best for Pets,2500,2000,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3823-6032-royal-canin-pouch-maxi-adult-.html
alp-02-00109,adult small breed 2.3 kg,eukanuba,--,--,Best for Pets,,14875,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-eukanuba-para-perros/63-64-adult-small-breed.html
alg-40-10397,cat snack truffles salmon 0.050 kg,brit care,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/premios-para-gatos/3846-6085-cat-snack-truffles-salmon.html
alg-40-10396,brit care cat snack truffles cheese 0.050 kg,brit care,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-gatos/3845-6084-brit-care-cat-snack-truffles-cheese.html
alg-40-10395,cat snack meaty chicken 0.050 kg,brit care,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/premios-para-gatos/3844-6083-cat-snack-meaty-chicken.html
alp-40-10393,brit care sensitive venison grain free 12 kg,brit care,--,--,Best for Pets,93900,75120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3842-6080-brit-care-sensitive-venison-grain-free.html
alp-01-05232,puppy small breed 3 kg,excellent,--,--,Best for Pets,,12510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-excellent-para-perros/3851-6170-puppy-small-breed.html
alp-03-08320,adult perfect weight dog chicken & vegetable entrée 0.363 kg,hills,--,--,Best for Pets,,3315,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/2875-6005-adult-perfect-weight-dog-chicken-vegetable-entru00e9e.html
alp-54-09761,balanced perro cachorro raza grande 3 kg,vitalcan,--,--,Best for Pets,,17900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3530-5134-vitalcan-balanced-perro-cachorro-raza-grande.html
alp-54-09763,balanced perro adulto raza pequena 3 kg,vitalcan,--,--,Best for Pets,19900,13930,30%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3531-5136-vitalcan-balanced-perro-adulto-raza-pequena.html
alp-54-09765,balanced perro adulto raza mediana 3 kg,vitalcan,--,--,Best for Pets,18500,12950,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3532-5138-balanced-perro-adulto-raza-mediana.html
alp-54-09767,balanced perro adulto raza grande 3 kg,vitalcan,--,--,Best for Pets,,13515,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3533-5140-vitalcan-balanced-perro-adulto-raza-grande.html
alp-54-09772,balanced perro senior raza grande 15 kg,vitalcan,--,--,Best for Pets,63500,44450,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3537-5148-vitalcan-balanced-perro-senior-raza-grande.html
alp-54-09789,complete junior razas medianas y grandes 1.5 kg,vitalcan,--,--,Best for Pets,,5310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3544-5161-vitalcan-complete-junior-razas-medianas-y-grandes.html
alp-54-09793,complete perros adultos razas medianas y grandes 1.5 kg,vitalcan,--,--,Best for Pets,,5310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3546-5165-vitalcan-complete-perros-adultos-razas-medianas-y-grandes.html
alp-54-09799,complete perros adultos razas medianas y grandes - pack ahorro 24 kg,vitalcan,--,--,Best for Pets,,33675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3547-5168-vitalcan-complete-perros-adultos-razas-medianas-y-grandes-pack-ahorro.html
alp-54-09795,complete perros senior 1.5 kg,vitalcan,--,--,Best for Pets,,4125,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3548-5169-vitalcan-complete-perros-senior.html
alp-54-09797,complete perros control de peso 1.5 kg,vitalcan,--,--,Best for Pets,,4875,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-vitalcan-para-perros/3549-5171-vitalcan-complete-perros-control-de-peso.html
alp-45-08092,acana free run-poultry 2 kg,acana,--,--,Best for Pets,22900,18320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2780-3514-acana-free-run-poultry.html
alp-45-08098,acana meadowland dog 2 kg,acana,--,--,Best for Pets,29900,23920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2782-3520-acana-meadowland-dog.html
alp-45-08101,acana wild atlantic dog 2 kg,acana,--,--,Best for Pets,31900,25520,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2783-3524-acana-wild-atlantic-dog.html
alp-45-08104,acana duck & pear 2 kg,acana,--,--,Best for Pets,29500,23600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2784-3527-acana-duck-pear.html
alp-45-09029,acana pork & squash 2 kg,acana,--,--,Best for Pets,28500,22800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3164-4463-acana-pork-squash.html
alp-45-09482,feast 2 kg,acana,--,--,Best for Pets,,19710,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-perros/3409-4947-feast.html
alp-45-09485,paleo 2 kg,acana,--,--,Best for Pets,,19710,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-perros/3410-4950-paleo.html
alp-45-09488,acana puppy & junior 2 kg,acana,--,--,Best for Pets,22900,18320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3411-4953-acana-puppy-junior.html
alp-45-09491,acana light & fit 2 kg,acana,--,--,Best for Pets,24500,19600,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3412-4956-acana-light-fit.html
alp-14-02153,adult select formula 2.7 kg,bil-jac,--,--,Best for Pets,,24900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-bil-jac-para-perros/2334-2519-adult-select-formula.html
alp-14-02156,reduced fat formula 2.7 kg,bil-jac,--,--,Best for Pets,,24900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-bil-jac-para-perros/2335-2522-reduced-fat-formula.html
alp-14-02162,senior select formula 2.7 kg,bil-jac,--,--,Best for Pets,,26900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-bil-jac-para-perros/2337-2528-senior-select-formula.html
alp-14-07408,"bil jac sensitive solutions 2,7 kg",bil-jac,--,--,Best for Pets,,22875,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2340-2531-bil-jac-sensitive-solutions.html
alg-40-07659,crazy kitten 2 kg,brit care,--,--,Best for Pets,,14310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2495-4448-crazy-kitten.html
alg-40-07660,lucky adult cat 2 kg,brit care,--,--,Best for Pets,,13410,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2496-2836-lucky-adult-cat.html
alg-40-07661,angel senior cat 2 kg,brit care,--,--,Best for Pets,,13410,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2497-4450-angel-senior-cat.html
alg-40-07662,monty indoor cat 2 kg,brit care,--,--,Best for Pets,,13410,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2498-2838-monty-indoor-cat.html
alg-40-07663,sunny cat beautiful hair 2 kg,brit care,--,--,Best for Pets,,15210,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2499-2840-sunny-cat-beautiful-hair.html
alg-40-07664,daisy weight control cat 2 kg,brit care,--,--,Best for Pets,,13410,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2500-4452-daisy-weight-control-cat.html
alg-40-07665,missy sterilised cat 2 kg,brit care,--,--,Best for Pets,,13410,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2501-2842-missy-sterilised-cat.html
alg-40-07666,cocco gourmand cat 2 kg,brit care,--,--,Best for Pets,,16110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2502-2844-cocco-gourmand-cat.html
alp-40-08274,brit care puppy lamb hypoallergenic 3 kg,brit care,--,--,Best for Pets,26500,21200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2834-3713-brit-care-puppy-lamb-hypoallergenic.html
alp-40-08276,brit care junior large breed lamb hypoallergenic 3 kg,brit care,--,--,Best for Pets,26500,21200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2835-3715-brit-care-junior-large-breed-lamb-hypoallergenic.html
alp-40-08278,brit care adult small breed lamb & rice 3 kg,brit care,--,--,Best for Pets,25500,20400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2836-3717-brit-care-adult-small-breed-lamb-rice.html
alp-40-08280,brit care adult medium breed lamb hypoallergenic 3 kg,brit care,--,--,Best for Pets,25500,20400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2837-3719-brit-care-adult-medium-breed-lamb-hypoallergenic.html
